Date,Median Sale Price,Average Sale Price,County
Jul 2015,280739.46,418739.45,Connecticut
Aug 2015,272268.88,396176.30,Connecticut
Sep 2015,260168.04,366286.11,Connecticut
Oct 2015,242016.78,360175.48,Connecticut
Nov 2015,235966.36,343532.44,Connecticut
Dec 2015,241895.77,340162.69,Connecticut
Jan 2016,233013.24,340987.72,Connecticut
Feb 2016,223453.72,323816.76,Connecticut
Mar 2016,225246.13,323747.80,Connecticut
Apr 2016,238987.94,348273.16,Connecticut
May 2016,259301.91,361730.89,Connecticut
Jun 2016,274836.13,412935.95,Connecticut
Jul 2016,274836.13,379152.93,Connecticut
Aug 2016,274836.13,371682.85,Connecticut
Sep 2016,262767.24,357903.50,Connecticut
Oct 2016,252132.28,360088.97,Connecticut
Nov 2016,250937.34,345757.87,Connecticut
Dec 2016,249742.40,346692.02,Connecticut
Jan 2017,231543.35,336662.20,Connecticut
Feb 2017,228150.34,337692.58,Connecticut
Mar 2017,225810.34,322417.99,Connecticut
Apr 2017,239850.36,340791.18,Connecticut
May 2017,254182.88,347510.79,Connecticut
Jun 2017,276120.41,382040.01,Connecticut
Jul 2017,278460.42,382657.17,Connecticut
Aug 2017,276061.91,409266.37,Connecticut
Sep 2017,260793.39,350722.09,Connecticut
Oct 2017,265590.40,348496.89,Connecticut
Nov 2017,254475.38,350838.74,Connecticut
Dec 2017,254782.51,372573.18,Connecticut
Jan 2018,234140.24,325456.54,Connecticut
Feb 2018,225859.67,339964.89,Connecticut
Mar 2018,239850.98,348601.86,Connecticut
Apr 2018,251272.45,361928.47,Connecticut
May 2018,256983.19,356481.99,Connecticut
Jun 2018,284394.73,400878.88,Connecticut
Jul 2018,283252.58,417276.45,Connecticut
Aug 2018,277541.84,431251.64,Connecticut
Sep 2018,252757.24,351328.74,Connecticut
Oct 2018,249559.23,332025.64,Connecticut
Nov 2018,247274.93,344614.49,Connecticut
Dec 2018,251272.45,358956.64,Connecticut
Jan 2019,229975.22,327409.17,Connecticut
Feb 2019,224029.52,296602.01,Connecticut
Mar 2019,239510.78,327797.41,Connecticut
Apr 2019,246802.67,347978.35,Connecticut
May 2019,266995.62,363114.90,Connecticut
Jun 2019,280345.40,387294.61,Connecticut
Jul 2019,280457.58,377723.57,Connecticut
Aug 2019,274848.43,378084.57,Connecticut
Sep 2019,261386.47,350161.60,Connecticut
Oct 2019,255777.32,338308.29,Connecticut
Nov 2019,256749.94,347508.72,Connecticut
Dec 2019,258020.98,339848.22,Connecticut
Jan 2020,247083.33,352413.59,Connecticut
Feb 2020,239659.75,319072.17,Connecticut
Mar 2020,259271.29,337233.91,Connecticut
Apr 2020,282816.23,358439.27,Connecticut
May 2020,285863.22,382084.60,Connecticut
Jun 2020,293508.40,425598.31,Connecticut
Jul 2020,310826.40,446235.94,Connecticut
Aug 2020,325751.10,484315.44,Connecticut
Sep 2020,322981.10,477262.57,Connecticut
Oct 2020,317995.10,460308.98,Connecticut
Nov 2020,311347.20,437127.39,Connecticut
Dec 2020,310239.20,459227.83,Connecticut
Jan 2021,284182.60,393701.04,Connecticut
Feb 2021,280478.20,420574.89,Connecticut
Mar 2021,281668.90,421838.97,Connecticut
Apr 2021,297677.30,450972.99,Connecticut
May 2021,312230.40,479508.52,Connecticut
Jun 2021,332340.20,495536.67,Connecticut
Jul 2021,333398.60,505592.93,Connecticut
Aug 2021,333398.60,484581.14,Connecticut
Sep 2021,309055.20,425930.32,Connecticut
Oct 2021,309055.20,427607.13,Connecticut
Nov 2021,306938.40,426048.15,Connecticut
Dec 2021,312230.40,433527.72,Connecticut
Jan 2022,275000.00,388570.25,Connecticut
Feb 2022,282000.00,398196.89,Connecticut
Mar 2022,285000.00,405611.14,Connecticut
Apr 2022,300000.00,437059.63,Connecticut
May 2022,310000.00,437711.41,Connecticut
Jun 2022,333000.00,490462.24,Connecticut
Jul 2022,340000.00,488122.60,Connecticut
Aug 2022,331000.00,484793.62,Connecticut
Sep 2022,320000.00,435715.64,Connecticut
Oct 2022,320000.00,427087.92,Connecticut
Jan 2001,210426.63,236289.09,Tolland
Feb 2001,191959.63,213622.86,Tolland
Mar 2001,210588.62,222117.34,Tolland
Apr 2001,207348.79,218343.02,Tolland
May 2001,224438.87,241021.46,Tolland
Jun 2001,242986.87,249782.53,Tolland
Jul 2001,246226.69,262496.29,Tolland
Aug 2001,242905.87,275216.82,Tolland
Sep 2001,246226.69,247902.27,Tolland
Oct 2001,267285.55,260158.03,Tolland
Nov 2001,238127.13,258505.23,Tolland
Dec 2001,232376.44,244776.45,Tolland
Jan 2002,215253.45,246906.61,Tolland
Feb 2002,229603.68,297138.39,Tolland
Mar 2002,223225.80,257107.14,Tolland
Apr 2002,235503.22,245961.53,Tolland
May 2002,241562.20,258082.29,Tolland
Jun 2002,248737.32,259663.55,Tolland
Jul 2002,271059.90,284650.99,Tolland
Aug 2002,247142.85,265700.25,Tolland
Sep 2002,271059.90,294305.89,Tolland
Oct 2002,268588.47,288691.02,Tolland
Nov 2002,262609.21,282153.11,Tolland
Dec 2002,270262.66,324015.31,Tolland
Jan 2003,249384.35,276448.36,Tolland
Feb 2003,257177.61,289737.45,Tolland
Mar 2003,247046.37,258715.98,Tolland
Apr 2003,250943.00,269199.75,Tolland
May 2003,264970.87,276220.05,Tolland
Jun 2003,264892.94,294133.78,Tolland
Jul 2003,276271.10,297957.15,Tolland
Aug 2003,277050.42,315005.86,Tolland
Sep 2003,270426.15,277362.91,Tolland
Oct 2003,269646.83,288791.90,Tolland
Nov 2003,278842.87,302820.50,Tolland
Dec 2003,272764.13,289286.82,Tolland
Jan 2004,230759.45,251528.98,Tolland
Feb 2004,264158.85,272381.66,Tolland
Mar 2004,250495.46,276955.09,Tolland
Apr 2004,288449.32,321906.85,Tolland
May 2004,275545.01,287544.26,Tolland
Jun 2004,302112.71,321821.73,Tolland
Jul 2004,318812.40,334505.41,Tolland
Aug 2004,320330.56,341286.00,Tolland
Sep 2004,302416.34,327881.04,Tolland
Oct 2004,311221.63,325332.20,Tolland
Nov 2004,318812.40,337806.88,Tolland
Dec 2004,326403.18,334650.20,Tolland
Jan 2005,301381.28,330897.93,Tolland
Feb 2005,279056.74,294444.20,Tolland
Mar 2005,293743.94,321635.69,Tolland
Apr 2005,291540.86,305546.69,Tolland
May 2005,330388.50,348841.03,Tolland
Jun 2005,330461.93,343911.61,Tolland
Jul 2005,315774.74,336490.87,Tolland
Aug 2005,331196.29,350752.23,Tolland
Sep 2005,337658.66,358630.88,Tolland
Oct 2005,315774.74,346240.57,Tolland
Nov 2005,311368.58,334586.81,Tolland
Dec 2005,348086.57,364008.37,Tolland
Jan 2006,337221.01,350099.51,Tolland
Feb 2006,296932.34,319168.53,Tolland
Mar 2006,320146.52,341873.94,Tolland
Apr 2006,320146.52,336856.89,Tolland
May 2006,321569.40,327706.30,Tolland
Jun 2006,325838.02,339225.74,Tolland
Jul 2006,327260.89,360311.04,Tolland
Aug 2006,353317.26,370165.83,Tolland
Sep 2006,335015.55,365951.11,Tolland
Oct 2006,324059.43,325547.23,Tolland
Nov 2006,319435.09,338969.11,Tolland
Dec 2006,294534.80,305736.53,Tolland
Jan 2007,325044.69,333730.53,Tolland
Feb 2007,301530.82,305874.05,Tolland
Mar 2007,329194.19,337188.85,Tolland
Apr 2007,317990.53,332375.13,Tolland
May 2007,311213.00,340811.97,Tolland
Jun 2007,324906.37,336968.00,Tolland
Jul 2007,343025.88,356614.48,Tolland
Aug 2007,338876.38,347238.18,Tolland
Sep 2007,318128.84,342187.97,Tolland
Oct 2007,320895.18,331878.58,Tolland
Nov 2007,325044.69,349232.60,Tolland
Dec 2007,328502.61,341086.58,Tolland
Jan 2008,293114.96,289535.35,Tolland
Feb 2008,296445.81,315381.08,Tolland
Mar 2008,293114.96,306844.42,Tolland
Apr 2008,292981.72,305557.91,Tolland
May 2008,324703.42,338593.35,Tolland
Jun 2008,305106.02,335113.12,Tolland
Jul 2008,304439.85,331113.28,Tolland
Aug 2008,299776.66,325394.11,Tolland
Sep 2008,293114.96,313181.42,Tolland
Oct 2008,286453.25,302225.15,Tolland
Nov 2008,279791.55,315067.17,Tolland
Dec 2008,292981.72,314681.95,Tolland
Jan 2009,259473.88,262131.47,Tolland
Feb 2009,289378.81,294428.69,Tolland
Mar 2009,299403.48,297207.17,Tolland
Apr 2009,300740.10,298249.51,Tolland
May 2009,287373.88,313286.44,Tolland
Jun 2009,310764.77,316681.26,Tolland
Jul 2009,307423.22,323407.70,Tolland
Aug 2009,286037.25,289963.93,Tolland
Sep 2009,291250.08,290339.58,Tolland
Oct 2009,280623.93,298945.85,Tolland
Nov 2009,284032.32,298637.60,Tolland
Dec 2009,280690.76,287739.28,Tolland
Jan 2010,257759.63,269470.26,Tolland
Feb 2010,265650.23,292975.13,Tolland
Mar 2010,263020.03,278090.12,Tolland
Apr 2010,263020.03,276591.10,Tolland
May 2010,298856.51,302091.31,Tolland
Jun 2010,289322.03,328649.17,Tolland
Jul 2010,280130.14,282619.25,Tolland
Aug 2010,291228.93,295959.11,Tolland
Sep 2010,269595.53,272380.73,Tolland
Oct 2010,281694.45,331579.49,Tolland
Nov 2010,297870.18,330253.85,Tolland
Dec 2010,254143.10,282982.73,Tolland
Jan 2011,248000.62,251973.54,Tolland
Feb 2011,235887.48,242783.39,Tolland
Mar 2011,290715.38,311042.59,Tolland
Apr 2011,225686.94,276505.92,Tolland
May 2011,265214.03,277263.16,Tolland
Jun 2011,285870.13,328333.42,Tolland
Jul 2011,281471.14,325046.92,Tolland
Aug 2011,274139.51,283157.10,Tolland
Sep 2011,291990.45,320568.61,Tolland
Oct 2011,257563.63,276785.52,Tolland
Nov 2011,233337.35,260402.79,Tolland
Dec 2011,238883.89,245259.54,Tolland
Jan 2012,203614.68,222065.99,Tolland
Feb 2012,221727.64,265500.48,Tolland
Mar 2012,208611.36,226517.06,Tolland
Apr 2012,231096.41,251109.47,Tolland
May 2012,251332.96,271309.55,Tolland
Jun 2012,274692.44,278893.77,Tolland
Jul 2012,272006.72,291392.56,Tolland
Aug 2012,262325.66,283012.08,Tolland
Sep 2012,242297.09,258104.25,Tolland
Oct 2012,249833.96,249262.26,Tolland
Nov 2012,261076.49,285124.80,Tolland
Dec 2012,234219.34,265624.28,Tolland
Jan 2013,217908.58,247045.92,Tolland
Feb 2013,227757.55,247442.15,Tolland
Mar 2013,230219.79,248528.92,Tolland
Apr 2013,234528.72,249885.98,Tolland
May 2013,237606.53,275915.73,Tolland
Jun 2013,258535.60,277516.02,Tolland
Jul 2013,273309.06,289601.90,Tolland
Aug 2013,270785.26,287056.94,Tolland
Sep 2013,264998.99,262430.83,Tolland
Oct 2013,260997.84,284823.70,Tolland
Nov 2013,227757.55,236248.41,Tolland
Dec 2013,229173.34,259207.79,Tolland
Jan 2014,236252.20,237859.98,Tolland
Feb 2014,222319.38,253204.35,Tolland
Mar 2014,205599.99,223562.92,Tolland
Apr 2014,230194.45,252670.84,Tolland
May 2014,237160.86,245862.74,Tolland
Jun 2014,259211.07,325758.08,Tolland
Jul 2014,271690.03,282376.16,Tolland
Aug 2014,258362.99,269453.39,Tolland
Sep 2014,247761.92,281905.83,Tolland
Oct 2014,239886.85,254088.74,Tolland
Nov 2014,232617.55,258939.57,Tolland
Dec 2014,222016.49,236153.63,Tolland
Jan 2015,229915.94,245689.28,Tolland
Feb 2015,211764.68,247545.53,Tolland
Mar 2015,209344.51,225264.70,Tolland
Apr 2015,237781.48,245016.06,Tolland
May 2015,223865.52,235638.00,Tolland
Jun 2015,249277.28,273757.92,Tolland
Jul 2015,260168.04,277555.02,Tolland
Aug 2015,272268.88,279158.54,Tolland
Sep 2015,245041.99,255883.15,Tolland
Oct 2015,234151.23,247865.55,Tolland
Nov 2015,238326.02,259470.45,Tolland
Dec 2015,232941.15,247313.52,Tolland
Jan 2016,193281.50,208388.91,Tolland
Feb 2016,232057.29,240116.55,Tolland
Mar 2016,182467.29,190568.81,Tolland
Apr 2016,213894.21,231193.51,Tolland
May 2016,258883.69,273408.90,Tolland
Jun 2016,267367.76,266212.10,Tolland
Jul 2016,248547.46,268328.61,Tolland
Aug 2016,277524.74,283536.58,Tolland
Sep 2016,253924.69,252934.03,Tolland
Oct 2016,237135.78,264990.69,Tolland
Nov 2016,234208.18,247158.49,Tolland
Dec 2016,246755.05,271842.30,Tolland
Jan 2017,207090.31,234295.39,Tolland
Feb 2017,181350.27,202193.33,Tolland
Mar 2017,216450.32,227754.86,Tolland
Apr 2017,219258.33,246124.84,Tolland
May 2017,207675.31,228122.71,Tolland
Jun 2017,249795.37,264075.36,Tolland
Jul 2017,262372.89,265843.40,Tolland
Aug 2017,257400.39,269923.14,Tolland
Sep 2017,228091.84,258159.37,Tolland
Oct 2017,246870.37,265696.52,Tolland
Nov 2017,246870.37,264334.34,Tolland
Dec 2017,223470.34,240758.69,Tolland
Jan 2018,228315.29,232197.11,Tolland
Feb 2018,226659.17,243237.72,Tolland
Mar 2018,211297.29,228391.67,Tolland
Apr 2018,227287.35,241045.38,Tolland
May 2018,228315.29,238016.48,Tolland
Jun 2018,249730.55,265762.59,Tolland
Jul 2018,245561.71,260912.62,Tolland
Aug 2018,232998.09,264876.87,Tolland
Sep 2018,232940.98,243830.08,Tolland
Oct 2018,228429.50,247125.83,Tolland
Nov 2018,224146.45,234363.30,Tolland
Dec 2018,228429.50,239719.15,Tolland
Jan 2019,201200.27,239820.22,Tolland
Feb 2019,212179.63,214667.24,Tolland
Mar 2019,233340.71,238018.02,Tolland
Apr 2019,224253.88,232197.48,Tolland
May 2019,246690.49,247028.25,Tolland
Jun 2019,243998.10,251962.26,Tolland
Jul 2019,252299.64,259629.87,Tolland
Aug 2019,249046.34,253042.90,Tolland
Sep 2019,238613.31,250940.33,Tolland
Oct 2019,241754.44,242170.86,Tolland
Nov 2019,241193.52,246689.06,Tolland
Dec 2019,241193.52,242785.39,Tolland
Jan 2020,251515.32,277119.18,Tolland
Feb 2020,196392.47,220860.80,Tolland
Mar 2020,254839.31,270719.28,Tolland
Apr 2020,253177.31,271606.90,Tolland
May 2020,260379.29,264385.74,Tolland
Jun 2020,262041.30,271782.49,Tolland
Jul 2020,276888.40,283300.49,Tolland
Aug 2020,288079.20,290298.56,Tolland
Sep 2020,264811.30,283186.54,Tolland
Oct 2020,286915.80,298364.36,Tolland
Nov 2020,283093.20,291739.19,Tolland
Dec 2020,265919.30,280260.73,Tolland
Jan 2021,266613.00,279933.64,Tolland
Feb 2021,253965.05,257285.34,Tolland
Mar 2021,248725.90,257812.24,Tolland
Apr 2021,259310.00,273206.00,Tolland
May 2021,287754.70,292293.22,Tolland
Jun 2021,301646.30,311999.32,Tolland
Jul 2021,291062.20,326216.47,Tolland
Aug 2021,301646.30,317806.62,Tolland
Sep 2021,280372.30,305668.43,Tolland
Oct 2021,306832.50,327424.16,Tolland
Nov 2021,282012.85,291009.95,Tolland
Dec 2021,280478.20,305306.79,Tolland
Jan 2022,253333.00,295447.44,Tolland
Feb 2022,250000.00,259192.04,Tolland
Mar 2022,255000.00,277014.74,Tolland
Apr 2022,261000.00,264968.49,Tolland
May 2022,278750.00,292388.59,Tolland
Jun 2022,296500.00,322488.28,Tolland
Jul 2022,325000.00,330657.80,Tolland
Aug 2022,289000.00,317642.04,Tolland
Sep 2022,301000.00,320356.99,Tolland
Oct 2022,289900.00,303814.40,Tolland
Jan 2001,164947.59,188106.85,Windham
Feb 2001,185075.00,184633.47,Windham
Mar 2001,168308.90,177968.62,Windham
Apr 2001,167660.94,167338.61,Windham
May 2001,189529.76,197962.84,Windham
Jun 2001,182240.15,200825.96,Windham
Jul 2001,190258.72,214777.91,Windham
Aug 2001,186289.93,198184.73,Windham
Sep 2001,194227.50,201874.02,Windham
Oct 2001,183860.06,199650.64,Windham
Nov 2001,199249.23,199295.02,Windham
Dec 2001,194389.49,190688.70,Windham
Jan 2002,191176.95,201893.99,Windham
Feb 2002,175391.70,192621.74,Windham
Mar 2002,184958.52,196782.97,Windham
Apr 2002,180175.11,185218.35,Windham
May 2002,184958.52,205212.20,Windham
Jun 2002,202497.69,218383.30,Windham
Jul 2002,207281.10,231675.55,Windham
Aug 2002,207201.37,227651.86,Windham
Sep 2002,205208.29,224195.30,Windham
Oct 2002,202497.69,222904.74,Windham
Nov 2002,207281.10,218339.01,Windham
Dec 2002,208875.57,219016.68,Windham
Jan 2003,208859.39,237620.87,Windham
Feb 2003,217431.98,218909.59,Windham
Mar 2003,198338.49,209119.52,Windham
Apr 2003,210418.04,219217.74,Windham
May 2003,218133.37,240924.65,Windham
Jun 2003,233797.83,252843.61,Windham
Jul 2003,233797.83,258991.21,Windham
Aug 2003,229121.87,249706.29,Windham
Sep 2003,233641.96,234423.41,Windham
Oct 2003,235356.48,252100.03,Windham
Nov 2003,236915.13,251595.13,Windham
Dec 2003,236330.64,253533.03,Windham
Jan 2004,220132.37,230304.61,Windham
Feb 2004,220132.37,225120.72,Windham
Mar 2004,235313.92,250854.34,Windham
Apr 2004,239488.84,248226.45,Windham
May 2004,259604.39,263168.82,Windham
Jun 2004,265677.00,286982.44,Windham
Jul 2004,257934.42,280139.45,Windham
Aug 2004,257934.42,273407.42,Windham
Sep 2004,273267.78,284290.45,Windham
Oct 2004,280858.55,306020.29,Windham
Nov 2004,273267.78,297829.69,Windham
Dec 2004,284881.66,294838.39,Windham
Jan 2005,280525.46,295076.68,Windham
Feb 2005,249608.91,265752.58,Windham
Mar 2005,264369.55,287839.14,Windham
Apr 2005,277588.02,312835.33,Windham
May 2005,293743.94,307091.48,Windham
Jun 2005,279056.74,293719.18,Windham
Jul 2005,301748.46,315430.30,Windham
Aug 2005,290806.50,318177.58,Windham
Sep 2005,293743.94,312174.37,Windham
Oct 2005,301014.10,316787.58,Windham
Nov 2005,292642.40,316432.90,Windham
Dec 2005,293597.07,327528.36,Windham
Jan 2006,278883.20,293584.61,Windham
Feb 2006,297380.55,321091.08,Windham
Mar 2006,270986.25,279898.74,Windham
Apr 2006,291689.06,313927.80,Windham
May 2006,298803.42,312757.50,Windham
Jun 2006,300226.30,347178.34,Windham
Jul 2006,296669.11,316279.63,Windham
Aug 2006,308123.24,303016.96,Windham
Sep 2006,283151.82,291577.48,Windham
Oct 2006,290195.04,304896.79,Windham
Nov 2006,295246.24,294579.58,Windham
Dec 2006,300226.30,303612.23,Windham
Jan 2007,287699.13,273874.29,Windham
Feb 2007,283549.62,285417.57,Windham
Mar 2007,269717.93,294113.65,Windham
Apr 2007,289082.30,303866.40,Windham
May 2007,279296.38,278311.71,Windham
Jun 2007,294352.17,291597.36,Windham
Jul 2007,283549.62,296408.72,Windham
Aug 2007,272484.27,299732.08,Windham
Sep 2007,290465.47,297344.40,Windham
Oct 2007,283549.62,304167.86,Windham
Nov 2007,267643.18,285388.49,Windham
Dec 2007,281129.08,294598.40,Windham
Jan 2008,237956.05,253710.14,Windham
Feb 2008,245150.69,244489.26,Windham
Mar 2008,239821.33,253334.31,Windham
Apr 2008,246483.03,259208.98,Windham
May 2008,219836.22,234461.09,Windham
Jun 2008,255809.42,267518.81,Windham
Jul 2008,243085.56,279102.38,Windham
Aug 2008,242486.01,241529.30,Windham
Sep 2008,226164.84,242957.02,Windham
Oct 2008,235824.31,231889.60,Windham
Nov 2008,229828.77,247469.50,Windham
Dec 2008,221002.02,250454.32,Windham
Jan 2009,202832.49,254755.56,Windham
Feb 2009,203218.11,220934.10,Windham
Mar 2009,223215.99,230113.33,Windham
Apr 2009,217869.50,217583.96,Windham
May 2009,219540.28,231287.97,Windham
Jun 2009,226490.71,221506.55,Windham
Jul 2009,233908.97,243633.91,Windham
Aug 2009,213191.32,223800.14,Windham
Sep 2009,213859.63,216658.98,Windham
Oct 2009,209849.76,235501.65,Windham
Nov 2009,222480.85,233943.00,Windham
Dec 2009,231904.04,260177.58,Windham
Jan 2010,197265.02,203835.96,Windham
Feb 2010,219555.97,242653.99,Windham
Mar 2010,202130.89,218866.38,Windham
Apr 2010,199237.67,217489.07,Windham
May 2010,225868.45,245930.29,Windham
Jun 2010,204432.32,218554.75,Windham
Jul 2010,197265.02,212758.98,Windham
Aug 2010,198580.12,202412.95,Windham
Sep 2010,189374.42,194323.49,Windham
Oct 2010,216991.53,231194.96,Windham
Nov 2010,190689.52,209703.55,Windham
Dec 2010,192004.62,191085.37,Windham
Jan 2011,184884.78,182327.30,Windham
Feb 2011,173409.18,180902.61,Windham
Mar 2011,162571.10,202487.79,Windham
Apr 2011,175640.54,191067.73,Windham
May 2011,183609.72,197817.30,Windham
Jun 2011,186159.85,190253.45,Windham
Jul 2011,180549.55,179145.89,Windham
Aug 2011,196360.39,207606.95,Windham
Sep 2011,203883.29,214185.19,Windham
Oct 2011,193810.26,190413.38,Windham
Nov 2011,188709.99,189807.39,Windham
Dec 2011,191260.12,190621.47,Windham
Jan 2012,168637.92,185122.69,Windham
Feb 2012,172947.56,185104.21,Windham
Mar 2012,150524.96,177021.91,Windham
Apr 2012,149900.38,160029.72,Windham
May 2012,181129.62,187993.28,Windham
Jun 2012,176944.90,187998.76,Windham
Jul 2012,186750.88,192144.26,Windham
Aug 2012,195432.61,193820.72,Windham
Sep 2012,187375.47,184865.28,Windham
Oct 2012,187375.47,199378.28,Windham
Nov 2012,187375.47,194431.36,Windham
Dec 2012,156146.22,167742.82,Windham
Jan 2013,166201.46,182820.52,Windham
Feb 2013,174819.31,189450.68,Windham
Mar 2013,172357.07,190291.17,Windham
Apr 2013,164354.77,175474.19,Windham
May 2013,184668.28,187968.86,Windham
Jun 2013,196979.50,213942.09,Windham
Jul 2013,184606.73,210582.94,Windham
Aug 2013,190762.34,195996.00,Windham
Sep 2013,184606.73,192816.28,Windham
Oct 2013,184545.17,204552.47,Windham
Nov 2013,184668.28,192791.28,Windham
Dec 2013,163123.65,179178.58,Windham
Jan 2014,167193.87,171804.59,Windham
Feb 2014,161741.89,170900.24,Windham
Mar 2014,175614.14,189231.68,Windham
Apr 2014,167133.29,179405.96,Windham
May 2014,187790.21,204192.05,Windham
Jun 2014,173857.39,188370.26,Windham
Jul 2014,179915.14,194645.90,Windham
Aug 2014,186578.66,190900.21,Windham
Sep 2014,174220.85,184011.51,Windham
Oct 2014,157501.47,158827.66,Windham
Nov 2014,175674.71,188903.63,Windham
Dec 2014,164649.61,185030.86,Windham
Jan 2015,157189.90,173873.11,Windham
Feb 2015,163361.33,173382.78,Windham
Mar 2015,177095.78,186479.02,Windham
Apr 2015,169411.74,186307.74,Windham
May 2015,172920.99,199734.95,Windham
Jun 2015,207529.39,218546.75,Windham
Jul 2015,185505.86,200399.58,Windham
Aug 2015,199663.84,208478.34,Windham
Sep 2015,186224.65,206874.33,Windham
Oct 2015,199663.84,212188.28,Windham
Nov 2015,169411.74,185924.56,Windham
Dec 2015,183630.23,189697.60,Windham
Jan 2016,171772.58,178099.98,Windham
Feb 2016,173266.26,187018.96,Windham
Mar 2016,160121.92,173126.66,Windham
Apr 2016,161316.86,182184.30,Windham
May 2016,188800.47,199027.73,Windham
Jun 2016,189995.41,200036.91,Windham
Jul 2016,215089.15,220970.99,Windham
Aug 2016,203139.75,213222.35,Windham
Sep 2016,194775.17,189441.94,Windham
Oct 2016,197165.05,210715.59,Windham
Nov 2016,185215.65,185896.02,Windham
Dec 2016,174461.20,184731.96,Windham
Jan 2017,179010.27,190554.37,Windham
Feb 2017,197145.30,200744.72,Windham
Mar 2017,174330.26,184602.85,Windham
Apr 2017,175383.26,183155.33,Windham
May 2017,187200.28,202326.88,Windham
Jun 2017,204750.31,215994.90,Windham
Jul 2017,193342.79,256881.83,Windham
Aug 2017,202410.30,219372.36,Windham
Sep 2017,204867.31,215637.18,Windham
Oct 2017,223470.34,230742.57,Windham
Nov 2017,175500.26,207727.90,Windham
Dec 2017,207675.31,211292.97,Windham
Jan 2018,185598.97,194480.95,Windham
Feb 2018,188454.34,195428.88,Windham
Mar 2018,188454.34,207547.29,Windham
Apr 2018,182743.60,206181.95,Windham
May 2018,199875.81,216230.23,Windham
Jun 2018,222718.76,224724.20,Windham
Jul 2018,199875.81,217287.40,Windham
Aug 2018,205529.44,212016.54,Windham
Sep 2018,218093.07,218076.13,Windham
Oct 2018,188625.66,202331.40,Windham
Nov 2018,201017.96,207072.31,Windham
Dec 2018,194165.08,203220.75,Windham
Jan 2019,193179.18,216879.38,Windham
Feb 2019,180109.86,182591.69,Windham
Mar 2019,164796.88,175877.40,Windham
Apr 2019,190598.97,193281.92,Windham
May 2019,201873.37,209173.73,Windham
Jun 2019,224366.07,223480.12,Windham
Jul 2019,217074.17,227556.94,Windham
Aug 2019,207538.61,220229.20,Windham
Sep 2019,207538.61,218438.04,Windham
Oct 2019,207538.61,219682.29,Windham
Nov 2019,205294.95,217399.37,Windham
Dec 2019,210062.73,216682.44,Windham
Jan 2020,206364.44,217128.70,Windham
Feb 2020,198331.46,208903.09,Windham
Mar 2020,217089.85,216756.50,Windham
Apr 2020,237111.35,234276.91,Windham
May 2020,241044.74,243806.15,Windham
Jun 2020,213289.40,232757.63,Windham
Jul 2020,244867.30,243821.03,Windham
Aug 2020,249299.30,276124.12,Windham
Sep 2020,251515.30,262120.27,Windham
Oct 2020,245975.30,262823.12,Windham
Nov 2020,254839.30,274174.65,Windham
Dec 2020,234895.40,259276.88,Windham
Jan 2021,216973.70,231693.40,Windham
Feb 2021,240258.65,256126.76,Windham
Mar 2021,238141.80,248413.83,Windham
Apr 2021,244492.25,255907.26,Windham
May 2021,238141.80,252473.62,Windham
Jun 2021,259839.20,270935.80,Windham
Jul 2021,275133.20,289984.63,Windham
Aug 2021,264602.00,278810.39,Windham
Sep 2021,264602.00,288567.15,Windham
Oct 2021,264602.00,280938.02,Windham
Nov 2021,268306.45,277760.62,Windham
Dec 2021,254018.00,258796.97,Windham
Jan 2022,240000.00,265245.36,Windham
Feb 2022,219950.00,239562.42,Windham
Mar 2022,241000.00,254514.68,Windham
Apr 2022,235000.00,245296.48,Windham
May 2022,270000.00,289861.73,Windham
Jun 2022,280000.00,298865.77,Windham
Jul 2022,269500.00,275570.17,Windham
Aug 2022,305000.00,312870.58,Windham
Sep 2022,265000.00,272930.62,Windham
Oct 2022,267750.00,280328.91,Windham
